patient_id,ssn,first,last,race,ethnicity,birthplace,address,city,state,county,zip,lat,lon,healthcare_expenses,healthcare_coverage,income,gender,age_begin,rash,joint_pain,fatigue,fever
19bdd1f5-15fb-9d8a-dfc4-2a93153d3a47,999-72-6131,Laverna97,Harvey63,black,nonhispanic,Fort Worth  Texas  US,597 Volkman Ville,Sugar Land,Texas,Fort Bend County,77478,0.296114332155188,-95.66241508415932,19318.98,0.0,125199,F,49,19,22,36,19
1bfaf929-500f-d8ba-8b7d-c1f373def8af,999-10-8977,Keven605,Kshlerin58,white,hispanic,McAllen  Texas  US,879 Reilly Divide,San Antonio,Texas,Bexar County,78230,0.2914539390947296,-98.3731427685778,13178.97,3442.72,18627,M,58,40,17,30,8
7e3dedd7-af94-fc51-9065-de37eafb3e61,999-37-1903,Sharie942,Welch179,white,nonhispanic,Dallas  Texas  US,419 Tillman Trailer,Sherman,Texas,Grayson County,75090,0.3379447955884967,-96.6386459778731,7083.24,4802.72,7950,F,33,38,23,21,14
492bffae-5e12-4c35-a4a0-05c4c026adc5,999-79-4887,Soraya693,Baumbach677,asian,nonhispanic,Shanghai  Shanghai Municipality  CN,943 Quitzon Bridge,Austin,Texas,Travis County,78750,0.3020371013275875,-97.94647599704255,15094.51,0.0,138425,F,52,40,31,10,18
42640296-89c8-70ed-d6d2-b8894a4cde60,999-48-9596,Anthony633,Okuneva707,white,nonhispanic,San Antonio  Texas  US,604 Quigley Parade Suite 77,Wichita Falls,Texas,Wichita County,76308,0.3397414479942092,-98.74647393714974,10758.38,4194.75,23743,M,43,36,31,16,11
a1d54a1d-06ba-da48-0ac6-5f82132561a2,999-66-7089,Lorean637,McKenzie376,white,hispanic,Fort Worth  Texas  US,277 Quitzon Route,San Antonio,Texas,Bexar County,78254,0.2957145300478868,-98.65836496691962,16669.22,0.0,62470,F,58,47,19,41,17
ec7f8890-d66a-5551-abf5-d1dfde61317c,999-23-4041,Ricardo560,Verduzco998,white,hispanic,Caracas  Capital District  VE,480 Moen Bay,Leander,Texas,Williamson County,78628,0.3066074859232864,-97.82178005025496,13236.97,366.98,69748,M,45,40,36,34,0
4bdad2a0-33ac-bdec-378f-3b81b5d18029,999-64-1987,Delmar187,Carroll471,asian,nonhispanic,Beijing  Beijing Municipality  CN,320 Jast Underpass,Austin,Texas,Travis County,78739,0.3049187795889654,-97.7544767546026,16423.91,1856.26,100586,M,73,34,35,16,16
17d189d3-261c-ebcf-7555-3c63d0441bbb,999-75-8679,Katelin466,DuBuque211,asian,hispanic,Harlingen  Texas  US,153 Goyette Boulevard Apt 24,Pearland,Texas,Brazoria County,77511,0.2965131101020328,-95.41856994898212,16567.3,2137.28,49267,F,72,24,19,28,5
135d0a4e-75f5-647b-100a-e5729f9d8d5a,999-29-1494,Kori635,Bode78,white,hispanic,La Marque  Texas  US,446 Cassin Tunnel,Round Rock,Texas,Williamson County,78717,0.3052675698637138,-97.72675968267949,13406.12,0.0,42785,F,46,22,12,19,19
a9c1158a-b394-ed23-e764-d49598afca1a,999-56-6988,Roscoe437,Krajcik437,white,hispanic,Mesquite  Texas  US,215 Corkery Spur,El Paso,Texas,El Paso County,79903,0.3172825746743655,-106.41379743744332,12464.66,279.47,104067,M,27,43,41,46,0
fc85d553-abbd-17ac-a184-733f6ee98362,999-10-5589,Marcel580,Reinger292,black,nonhispanic,Dallas  Texas  US,157 Abshire Glen,Garland,Texas,Dallas County,75098,0.3289261136770963,-96.64013877365164,14448.28,0.0,37345,M,44,15,39,39,3
a982027d-a6e9-244e-5900-72591989e82a,999-62-8359,Bryant814,Bergnaum523,white,nonhispanic,Garland  Texas  US,485 Pouros Extension Suite 15,Carrollton,Texas,Denton County,75007,0.3303056974594872,-96.92293378649109,13402.01,493.73,39911,M,47,11,47,32,7
afe2e631-c5dd-5ccb-6ef7-062b37b88705,999-68-5239,Morris740,Raynor401,white,hispanic,Benbrook  Texas  US,181 Nicolas Dam Suite 56,El Paso,Texas,El Paso County,79903,0.3180263546192546,-106.47054738742273,13388.96,1366.24,32392,M,53,46,31,17,5
696cf653-bf04-1e08-9c9a-e9b767b3d989,999-78-2393,Shanel903,Bergstrom287,white,nonhispanic,Corpus Christi  Texas  US,894 Mohr Estate Unit 89,Corsicana,Texas,Navarro County,75109,0.3206374384278904,-96.40317916151758,12379.13,0.0,91111,F,51,27,26,42,8
1cd7a20c-b456-87ed-a59c-0b2f15799b3e,999-25-2691,Bryce11,Sporer811,white,nonhispanic,Murphy  Texas  US,163 Oberbrunner Haven,Abilene,Texas,Taylor County,79606,0.3248190116600941,-99.74057110566012,12720.51,0.0,71766,M,42,47,36,2,13
35bfff9f-edb0-0abc-3747-d60caa1e8a0d,999-64-9126,Denny560,Klocko335,white,hispanic,Houston  Texas  US,702 Hodkiewicz Gardens,McAllen,Texas,Hidalgo County,78572,0.2623763916752496,-98.23225457584772,14196.99,7141.79,18677,M,74,46,45,46,1
79cd6ac8-ced6-7776-d918-54097c1988e2,999-52-2281,Ana Luisa894,Montemayor547,white,hispanic,Roseau  Saint George  DM,824 Mills Row,El Paso,Texas,El Paso County,79908,0.3190704295909295,-106.54668397012811,14709.98,3442.72,6197,F,58,47,28,18,13
24b767fc-2f6d-94e6-32da-271c534be110,999-38-2079,Ina660,Haag279,white,nonhispanic,Kaufman  Texas  US,817 Kovacek Vale,Commerce,Texas,Hunt County,75428,0.3330246213572351,-95.934629861983,12854.71,6934.87,17006,F,51,15,41,41,0
699fa355-89a5-bd11-bb1a-6f4512c1ea36,999-48-8781,Marilynn608,Block661,white,hispanic,Plainview  Texas  US,649 Denesik Rue,Houston,Texas,Harris County,77046,0.3003345898128798,-95.33375458026045,6975.02,4802.72,2298,F,37,14,40,11,5
61be9471-c28b-8532-638a-7534a206a867,999-59-1411,Nannette779,Schneider199,white,nonhispanic,Dallas  Texas  US,1093 Mohr Knoll Unit 59,Bryan,Texas,Brazos County,77807,0.3059637206048763,-96.31958598451904,13023.11,588.97,74247,F,46,37,21,47,10
2e0bee23-7757-c007-737f-d6fd96173832,999-77-6272,Ana Luisa894,Valencia279,white,hispanic,San Jose  San Jose  CR,482 Deckow Stravenue,Harker Heights,Texas,Bell County,76559,0.3111016110832451,-97.61588803215638,16525.44,6028.44,38697,F,71,13,24,37,14
76531f00-503f-106e-6984-692c42a29dc2,999-63-8444,Magen68,Grady603,white,nonhispanic,Rowlett  Texas  US,398 Baumbach Vista,Dallas,Texas,Dallas County,75116,0.3267896521765138,-96.89157763183104,14374.01,1366.24,34322,F,45,34,35,25,16
f6166761-36ab-4557-c873-dfa8dfbfa6f1,999-48-5296,Miguel Ángel46,Hurtado459,white,hispanic,Gaudalajara  Jalisco  MX,1069 Marquardt Frontage road Apt 10,Cuero,Texas,DeWitt County,77954,0.2912903629993109,-97.22049596770648,17345.2,0.0,114949,M,55,0,37,19,18
b4f854dc-ec16-2667-846c-6b2b86c7053c,999-28-9011,Leighann368,Kautzer186,white,nonhispanic,Irving  Texas  US,188 Lakin Overpass Unit 86,Pearland,Texas,Brazoria County,77047,0.2938847572501844,-95.19819992128784,18095.22,2107.62,83290,F,62,46,42,2,12
309a5e1d-4f99-95d8-38f7-42cbe60290e7,999-61-4124,Lyda594,Blick895,white,hispanic,Sugar Land  Texas  US,840 West Run Apt 5,San Antonio,Texas,Bexar County,78214,0.2963343458546091,-98.47138993538456,12812.65,750.66,68784,F,25,49,4,15,15
d34896c8-fa06-97c4-d695-913c8e7b2c57,999-42-7824,Cassandra224,O'Reilly797,white,nonhispanic,Webster  Texas  US,104 Sipes Junction Apt 77,Plano,Texas,Collin County,75252,0.3311332619296175,-96.72621728382292,16950.68,1452.67,43789,F,62,15,14,5,1
32135ae9-7886-1eb0-096c-031c35273a20,999-63-6541,Charlie254,Price929,black,nonhispanic,Borger  Texas  US,709 Fay Brook,Angleton,Texas,Brazoria County,77515,0.2928426757997515,-95.46778223147894,12022.21,0.0,50424,F,42,21,41,26,16
369a2adb-6666-f823-c77f-47f00d03efa9,999-94-4596,Landon622,Bosco882,white,nonhispanic,Greenville  Texas  US,476 Gutkowski Skyway,Dallas,Texas,Dallas County,75233,0.3299711573036403,-96.77708814410452,16021.47,0.0,492002,M,52,44,49,30,13
533ac8f7-defb-9546-a9b0-14464b4e36c5,999-41-8745,Samuel331,Pedraza69,white,hispanic,Santiago de los Caballeros  Santiago  DO,909 Cruickshank Annex,El Paso,Texas,El Paso County,79928,0.3166905873020489,-106.25784272859045,11579.84,0.0,61379,M,47,19,5,40,10
e39277c5-6528-416d-d5fc-d7c4e17826cd,999-88-5836,Damon455,Paucek755,black,nonhispanic,Falfurrias  Texas  US,152 Smitham Fort,Fort Worth,Texas,Tarrant County,76104,0.3277874632646527,-97.22604879478357,12424.25,3276.0,388,M,49,19,8,26,2
ffca661a-7a04-5599-d267-e39aa44816e9,999-27-7376,Antonio44,Mascareñas995,white,hispanic,Ponce  Puerto Rico  PR,141 Wuckert Crossing,San Benito,Texas,Cameron County,78550,0.2621687700605828,-97.70143327402556,4665.42,7120.72,20029,M,25,24,31,5,6
e3885860-d76c-a86e-d9a0-feb4c733409c,999-69-6678,Marisol435,Calderón210,white,hispanic,Santiago  Santiago Province  CL,589 Kautzer Wall Suite 5,Hillsboro,Texas,Hill County,76645,0.3200397195228627,-97.08483056513684,14519.63,6557.0,11182,F,76,32,7,33,18
8c4dfd66-a8b8-1e90-51bd-fc81a0c34c55,999-63-8279,Basilia559,Hayes766,white,hispanic,North Alamo  Texas  US,654 Kutch Extension Unit 99,El Paso,Texas,El Paso County,79905,0.3184538863982448,-106.38968828203936,16869.98,4122.28,37847,F,74,22,12,47,2
cf933dd8-800f-2508-2231-3e95472336d2,999-66-9815,Sandee884,Block661,black,nonhispanic,Wheeler  Texas  US,466 Von Mall,Houston,Texas,Harris County,77063,0.2974766835710979,-95.56821610033028,10946.57,0.0,108697,F,36,40,37,46,8
5cd4e834-b693-8fa5-4e08-67644dc4c994,999-74-2696,Sheldon401,Pouros728,white,nonhispanic,Weslaco  Texas  US,359 Stamm Crossroad,Bryan,Texas,Brazos County,77807,0.3058234987301344,-96.2811882942774,16820.35,1617.75,90004,M,60,26,4,43,11
ef165e48-156d-b948-0c78-597bf7f3ea89,999-17-9130,Leila837,Metz686,white,hispanic,Cedar Park  Texas  US,812 Tillman Flat Apt 15,Dallas,Texas,Dallas County,75098,0.326636414681544,-96.67618727680689,12339.47,0.0,80607,F,43,20,23,23,19
aab338b7-8c7f-7d4f-334c-c4c1c500177c,999-86-2329,Jorge203,Vanegas191,white,hispanic,Caguas  Puerto Rico  PR,902 Lang Park,San Juan,Texas,Hidalgo County,78589,0.2662283214183242,-98.9755397835933,15744.33,0.0,827624,M,44,15,30,11,13
d82af615-429f-98c1-440f-a9980b54f615,999-48-1211,Diego848,Zambrano764,white,hispanic,Carolina  Puerto Rico  PR,302 Emard Parade Apt 89,Palmview,Texas,Hidalgo County,78574,0.2622761167033507,-98.33373108398436,13824.88,3578.72,14020,M,49,41,24,30,18
379f935e-1d4a-6fc7-b0c2-41ae747d7c34,999-55-1089,Graciela518,Henríquez109,black,hispanic,Salisbury  Saint Joseph Parish  DM,1085 Greenholt Gardens Apt 72,Palestine,Texas,Anderson County,75803,0.3168964700431639,-95.48339241902356,11276.96,0.0,80983,F,29,41,29,18,11
5526ac15-c37f-13ce-a7ab-2b054cbc111b,999-82-5095,Samuel331,Carvajal694,white,hispanic,Caguas  Puerto Rico  PR,701 Anderson Glen Unit 1,Houston,Texas,Harris County,77084,0.2999684548588606,-95.44488880045468,9648.13,3714.72,20349,M,49,18,42,21,17
e736a480-0bf5-b25a-7e4e-0ddf44d42047,999-71-6798,Maricarmen445,Guevara385,white,hispanic,Marigot  Saint Andrew Parish  DM,858 Cummerata Harbor,Friona,Texas,Parmer County,79035,0.3471497968531474,-102.77646705797903,11635.49,1774.24,31479,F,37,40,29,15,13
607e4852-6d02-3524-6732-e21f22670e33,999-51-9077,Lorena247,Quezada963,white,hispanic,Bayamon  Puerto Rico  PR,595 Paucek Port,Irving,Texas,Dallas County,75060,0.3286138681202583,-97.04123427580018,9068.86,4122.72,13814,F,46,5,10,15,18
04e31660-da01-abac-dbfc-ec1440ed1c4f,999-21-7422,Jesús825,Robles531,white,hispanic,Panama City  Panama  PA,281 Boehm Vista,University Park,Texas,Dallas County,75206,0.3286382740109736,-96.81299294659892,14799.16,0.0,887810,M,35,41,26,21,9
cc8090f1-abe2-11c5-4df7-e42137462b09,999-13-8745,Fabian647,Cole117,white,nonhispanic,Fort Worth  Texas  US,1032 Robel Row,Pearland,Texas,Brazoria County,77578,0.2961374631118869,-95.41520267112622,13241.91,0.0,72845,M,51,42,23,28,4
f1a358b1-a55e-66ee-7b4b-be69d73f390d,999-29-3165,Nicolás801,Barragán638,white,hispanic,Carolina  Puerto Rico  PR,580 Dickinson Parade,El Paso,Texas,El Paso County,79927,0.3176707366441915,-106.41211089183123,14258.87,1230.24,31007,M,60,48,16,44,1
eba2df92-5fe5-6125-043f-7c5af089abd2,999-49-9872,Logan497,Murphy561,white,nonhispanic,Huntsville  Texas  US,606 Bashirian Union Suite 95,Houston,Texas,Harris County,77099,0.2969696306705771,-95.71796763204992,14536.29,0.0,121961,M,38,1,9,49,9
4906ef18-8f0e-fc63-5776-9bbf51515050,999-25-5586,Claris36,Hyatt152,white,nonhispanic,Dallas  Texas  US,332 Huels Forge Unit 84,Canyon Lake,Texas,Comal County,78133,0.2987769049820246,-98.26095614727942,16176.44,2151.76,67851,F,67,20,9,42,17
14980c66-478c-ab5b-28f9-aa18d8df61e4,999-34-2766,Marylynn944,Raynor401,white,nonhispanic,Menard  Texas  US,713 Dare Lodge,Arlington,Texas,Tarrant County,76040,0.3259510240192283,-97.13390064649116,16678.92,505.92,69928,F,46,26,9,33,15
6ee91e0b-f68c-f410-7bec-7877562878a9,999-68-9326,Roberta529,Hettinger594,white,hispanic,Arlington  Texas  US,445 Howell Course,San Antonio,Texas,Bexar County,78222,0.294629207012326,-98.48328632533162,13525.07,0.0,66113,F,36,18,2,46,0
a7ea0263-0ef5-413b-a98b-67ee612760d3,999-30-1181,Jorge Luis88,Jimínez732,white,hispanic,San Salvador  El Salvador  SV,434 Hayes Drive,San Juan,Texas,Hidalgo County,78516,0.2661163154180135,-98.9972154115356,13999.34,0.0,59764,M,25,42,12,17,16
4f9fb36d-ccf9-7002-38bf-b687ca94e448,999-99-6414,Hunter736,Hickle134,black,nonhispanic,Corpus Christi  Texas  US,1084 DuBuque Grove Suite 13,Fort Worth,Texas,Tarrant County,76110,0.3261272055075122,-97.5616049999088,17050.17,3112.59,978,M,79,1,12,14,15
e98f2e32-1dd3-e7fb-6ead-fadd43c6920f,999-41-4856,Autumn454,Howe413,white,nonhispanic,Houston  Texas  US,716 Orn Neck,Mansfield,Texas,Tarrant County,76001,0.3257650133556691,-96.982238051533,15387.55,0.0,75855,F,50,4,18,40,2
f5e19331-b2a7-5731-0ba3-c21d50818d2c,999-59-7068,Mac103,Mohr916,white,nonhispanic,El Paso  Texas  US,315 Roberts Trafficway Apt 31,Taylor Lake,Texas,Harris County,77586,0.2961294963145552,-95.03220318932097,13608.6,0.0,122498,M,41,27,12,10,19
76c9dcb2-dd7d-25b9-1383-59c7359c8f06,999-60-1260,Alicia629,Limón43,white,hispanic,Port-au-Prince  Haiti  HT,451 Jacobs Row,Waxahachie,Texas,Ellis County,75167,0.323431759237207,-96.7934122326337,12283.43,1058.75,177883,F,34,2,45,49,13
3961c292-8369-f5a8-062b-446030f29fdd,999-56-4930,Catina822,Barton704,white,hispanic,Cedar Park  Texas  US,693 Schuppe Underpass,Conroe,Texas,Montgomery County,77303,0.3028370899765389,-95.46937905917888,14101.76,0.0,368705,F,48,13,7,18,18
7201bf86-69f7-6377-3370-f55d56660408,999-89-3700,Darrin898,Rau926,white,hispanic,Dallas  Texas  US,796 Cole Mews Apt 43,San Antonio,Texas,Bexar County,78250,0.2942266266161847,-98.53516078208632,11012.43,3412.66,24725,M,42,32,1,32,14
335ead26-3cce-3389-2f93-860101e9faad,999-53-2359,Rosario163,Heller342,white,nonhispanic,Dallas  Texas  US,112 Senger Extension Unit 72,Corpus Christi,Texas,Nueces County,78402,0.2772834941715298,-97.2831852314288,10515.16,3578.72,12828,M,56,29,46,49,16
7f2c06f9-153d-7837-d222-9ed599f95f97,999-11-2214,Amalia471,Madrigal893,white,hispanic,Carolina  Puerto Rico  PR,1082 Terry Flat,Houston,Texas,Harris County,77054,0.3008145672485439,-95.8642481470262,12977.37,0.0,73013,F,36,8,39,10,7
73768211-3f2d-1896-fdc0-be9406be14f9,999-58-7007,Ernesto186,Esquibel766,white,hispanic,Buenos Aires  Ciudad de Buenos Aires  AR,781 Zemlak Trace Unit 84,San Juan,Texas,Hidalgo County,78516,0.2615624705475364,-98.16049586088158,11929.62,3714.72,-16152,M,52,8,6,20,18
51f2fc72-771b-3028-b218-e58b7dc651fe,999-38-2176,Kelly223,Schoen8,white,hispanic,Grapevine  Texas  US,299 Dietrich Station,Austin,Texas,Williamson County,78746,0.3029826337843549,-97.60580021233086,16075.48,0.0,52589,F,58,45,43,12,9
56d87b00-fd48-c806-fc4d-b3d6e827819b,999-70-6091,Jody426,Haag279,white,nonhispanic,Austin  Texas  US,866 Stark Esplanade Apt 48,Southlake,Texas,Tarrant County,76262,0.3292012111136606,-97.12460016574376,12804.81,0.0,78749,M,38,26,34,35,7
c49e7f3e-9f75-eea0-6a20-0037bfbbfc8d,999-13-5500,Rosario163,Bednar518,black,hispanic,Arlington  Texas  US,777 Nikolaus Grove Apt 53,Georgetown,Texas,Williamson County,78626,0.3076651305657918,-97.71238600093166,15962.44,2261.6,145444,F,69,9,20,39,5
93b70f55-3c35-0368-f6d6-58696364b52a,999-80-3946,Bernie827,Satterfield305,white,nonhispanic,Converse  Texas  US,911 Moore Trafficway Apt 63,Arlington,Texas,Tarrant County,76018,0.3256389598688231,-97.10814211955392,13110.87,0.0,101968,M,36,14,49,42,8
711da5f5-c0dc-797e-d081-792ec85f0e00,999-63-5486,Benton624,Emmerich580,white,nonhispanic,San Antonio  Texas  US,775 Hansen Branch,Austin,Texas,Travis County,78753,0.3048337253789787,-97.70538762242388,12570.26,4354.65,7798,M,37,22,41,41,17
849f6f66-c822-1629-7267-d3505dd2d57a,999-70-6976,Bonny428,Price929,white,nonhispanic,Trophy Club  Texas  US,566 Treutel Landing,Thunderbird Bay,Texas,Brown County,0,0.3186705839090058,-98.9934565450321,15492.46,4184.43,30155,F,68,4,31,33,6
c42ca2c0-87b0-d90b-98a0-2d0eb884fb1d,999-33-4486,Lilia791,Lockman863,asian,hispanic,Houston  Texas  US,770 O'Reilly Viaduct,El Paso,Texas,El Paso County,79908,0.3181249071204753,-106.38457542868107,9605.33,2318.24,33425,F,27,19,27,16,2
f2a2268a-c2ee-f61c-98c2-170c6eb656f2,999-79-8478,Jerónimo599,Lozada73,black,hispanic,Santo Domingo  National District  DO,986 Orn Spur,Addison,Texas,Dallas County,75248,0.3293116519424701,-96.92052604952195,13745.38,0.0,63204,M,52,33,26,45,5
05ba54be-fd93-cf29-063f-3873fb0316fb,999-55-6091,Lola232,Venegas795,black,hispanic,Wesley  Saint Andrew Parish  DM,256 Parisian Arcade,Austin,Texas,Travis County,78712,0.3020693357800268,-97.99357132052178,9407.02,4530.72,5906,F,38,47,22,40,4
201a45f1-191f-9111-bfdf-11540550c49b,999-59-3554,Earl438,Flatley871,white,hispanic,Dallas  Texas  US,694 Hahn Run,San Antonio,Texas,Bexar County,78252,0.2946430801638884,-98.4342956916072,10175.63,1774.24,26153,M,42,42,35,30,17
069e21a5-0155-a974-45d6-e6c72b5bdd41,999-86-3336,Yoshiko258,Welch179,black,nonhispanic,Plano  Texas  US,104 Schinner Trace Suite 88,Houston,Texas,Harris County,77345,0.300365146444713,-95.63723105657894,11222.95,3578.72,7338,F,51,7,26,18,13
0e101f01-23de-d6c3-a5e5-ad464e3e3846,999-59-1473,Rufus33,Walter473,black,nonhispanic,Dallas  Texas  US,761 Rice Ramp Suite 30,Whitehouse,Texas,Smith County,75791,0.3223960630932312,-95.26160346980886,12726.09,3442.72,14145,M,56,22,3,47,6
e08e00d1-c693-65a3-622f-0cbb3f8cdc71,999-66-8112,Ana Luisa894,Ureña88,white,hispanic,Marigot  Saint Andrew Parish  DM,302 Kuhlman Camp,Houston,Texas,Harris County,77012,0.2974314972445353,-95.33610960966394,12041.96,4338.14,6166,F,58,22,19,40,1
a170f172-60d0-47c6-1597-ddab69100e39,999-15-6026,Guillermina633,Benítez559,white,hispanic,Ponce  Puerto Rico  PR,125 Carter Gateway,Austin,Texas,Travis County,78721,0.3033394546476262,-97.7459282241138,17562.48,0.0,71464,F,57,49,7,33,3
699338d6-efe1-f78c-dd8f-4d13f7031757,999-80-3982,Olinda137,Reynolds644,white,nonhispanic,Palestine  Texas  US,198 Kutch Track,Corsicana,Texas,Navarro County,75110,0.3203512152098908,-96.48643814405176,12783.93,0.0,35433,F,34,24,5,19,11
8b50a819-4172-c53a-d0c5-2cd7d689ca96,999-71-4041,Briana139,Conroy74,white,nonhispanic,Marshall  Texas  US,297 Greenholt Well,South Houston,Texas,Harris County,77587,0.2965748161038886,-95.1971858424204,13390.34,0.0,51401,F,32,19,34,5,8
d4b53ed2-a982-4a97-eac6-0df58c915104,999-36-8063,Meg231,Prohaska837,white,nonhispanic,South Houston  Texas  US,925 Cassin Burg Suite 68,Houston,Texas,Harris County,77077,0.2983179312008552,-95.75164839985932,10726.05,0.0,191236,F,37,42,25,48,11
59f1fa79-0d0b-8a12-11ba-140b067f6375,999-50-8524,Iraida50,Russel238,asian,nonhispanic,Abilene  Texas  US,495 Mills Route,Orange,Texas,Orange County,77632,0.3003449277208864,-93.83507883727664,17838.03,0.0,103523,F,53,47,12,25,3
e1715af2-418c-319a-394f-0fb82a77759f,999-10-7089,Onita767,Rempel203,white,nonhispanic,Mount Calm  Texas  US,349 Kozey Promenade Suite 81,Plano,Texas,Collin County,75010,0.3301483684364053,-96.63292685142687,16195.44,2013.51,107848,F,71,43,5,48,18
33bd378a-cdfa-5ff3-fac8-f71f662a8def,999-64-6352,Ken316,Kilback373,white,nonhispanic,Harker Heights  Texas  US,891 Breitenberg Stravenue Suite 81,League City,Texas,Galveston County,77565,0.2931856672677189,-95.14331720362571,12204.48,1366.24,32735,M,47,14,37,39,4
4ffaae62-7e15-8aab-6a10-a2d380301bf5,999-79-3873,Carolynn568,Dare640,white,nonhispanic,Dallas  Texas  US,821 Vandervort Union,Llano,Texas,Llano County,78643,0.3073337447571737,-98.65427570327036,17716.94,5124.44,82322,F,72,27,31,12,19
2cbd7429-5b4c-dda8-84d2-c852caaeae7f,999-71-6927,Tracie996,Greenfelder433,asian,nonhispanic,Uvalde  Texas  US,460 Barton Quay,Houston,Texas,Harris County,77024,0.2979033010809441,-95.54023699588124,13455.22,0.0,132203,F,39,43,41,17,0
415a7aee-1cf2-f17b-2221-52a9e32426dc,999-94-3741,Alane21,Rutherford999,white,nonhispanic,Houston  Texas  US,774 Bednar Bridge,Socorro,Texas,El Paso County,79836,0.3153765177799943,-106.1843031268688,13175.26,7027.56,22931,F,67,14,19,42,7
c3bc5cfd-18a0-240d-cd09-08f3efe99895,999-44-5081,Milton509,Flatley871,white,nonhispanic,Dallas  Texas  US,498 Lang Center Apt 5,Gonzales,Texas,Gonzales County,78629,0.2950071322629832,-97.46665685830142,14331.46,5622.26,15911,M,63,46,9,31,18
4682b71a-2472-15cd-8206-2587a8f04642,999-50-8370,Marlon619,Steuber698,white,nonhispanic,Houston  Texas  US,332 Lang Green,Austin,Texas,Travis County,78610,0.303062478988693,-97.99446710440915,13806.57,0.0,54350,M,28,19,24,21,17
f9253b99-5cc8-9f06-2eac-e83ec10e0901,999-78-2643,Alejandra902,Pedraza69,black,hispanic,La Paz  Baja California  MX,284 Franecki Terrace,Benbrook,Texas,Tarrant County,76116,0.3264192252045282,-97.38979343428592,7463.86,4802.72,16250,F,40,3,38,45,14
769ee7bb-4acf-c4a1-4f47-d3a02b766731,999-62-5693,Geraldo282,D'Amore443,white,hispanic,Cloverleaf  Texas  US,1021 Rogahn Quay,Corpus Christi,Texas,Nueces County,78412,0.2783361197793269,-97.78868968257608,16522.33,578.99,65598,M,52,47,36,36,12
e52621a5-a4ba-53c0-486d-d23afd751689,999-78-8760,Rossana121,Monahan736,white,hispanic,Houston  Texas  US,1056 Anderson Haven,Lancaster,Texas,Dallas County,75241,0.3264790345435433,-96.6774132722526,17463.84,0.0,89456,F,57,28,20,35,18
1681dc78-ed5e-7c8b-ff39-e01f9589717a,999-19-1045,India495,Ondricka197,white,nonhispanic,Corpus Christi  Texas  US,892 McDermott Esplanade,Hurst,Texas,Tarrant County,76053,0.3286341222246119,-97.18405572277634,15846.44,2665.65,164449,F,68,25,28,3,7
1baae391-88a4-bd31-5769-5740aac82038,999-98-1507,Jorge203,Lindgren255,black,hispanic,Idalou  Texas  US,398 Bayer Gardens Suite 53,Georgetown,Texas,Williamson County,78628,0.3070789916337335,-97.76720823982537,13485.26,0.0,73439,M,41,0,21,29,17
0b6af248-6c86-2c89-e9e5-11b89f6ca50c,999-22-7266,Harley673,Rutherford999,white,nonhispanic,Leander  Texas  US,876 Legros Rue Suite 88,Goldthwaite,Texas,Mills County,76844,0.3137310333704852,-98.62202808105684,8875.96,2318.24,26134,M,30,44,11,33,4
b1deab03-1a50-582e-9e44-2590e8707613,999-86-1516,Derek111,Grimes165,asian,nonhispanic,Pearland  Texas  US,502 Kirlin Landing,El Paso,Texas,El Paso County,79924,0.3190595741578511,-106.54140850781258,15747.81,2458.06,48801,M,66,39,18,48,14
f313ebe8-0e10-6417-2ef0-09de8faa682f,999-13-8205,Van763,Pfeffer420,white,nonhispanic,Dallas  Texas  US,458 Dietrich Meadow Suite 38,New Braunfels,Texas,Comal County,78130,0.2972557976840412,-98.1005748788841,13740.2,0.0,112340,M,44,7,34,16,19
fd1ab3c1-ee46-149c-fcd5-1830e1c1fd2c,999-45-7824,Elease461,Ondricka197,white,hispanic,Dallas  Texas  US,475 Ledner Track Apt 22,El Paso,Texas,El Paso County,79924,0.3183828718453501,-106.52280409916769,10435.84,3895.48,335,F,47,8,32,20,1
40186c92-fd0b-bf0e-a9eb-90b8c64673a4,999-12-8076,Isabel214,Villarreal550,white,hispanic,Guatemala City  Guatemala  GT,1020 Dooley Gateway Unit 74,Corpus Christi,Texas,Nueces County,78417,0.2763990218517383,-97.4323674293292,13435.46,6421.76,6109,F,74,42,29,9,10
33cb7fe0-bb5d-9347-eb43-b91fcbe2c39d,999-39-8435,Dion244,Block661,black,nonhispanic,Palestine  Texas  US,569 Ritchie Gardens Apt 54,Tyler,Texas,Smith County,75707,0.3242757831229164,-95.32420391140964,11735.69,0.0,39121,M,41,8,45,4,1
7e9e558c-53e8-7dfb-3157-c9cea43a168a,999-19-3232,Walker122,Stanton715,asian,nonhispanic,Macau  Macao Special Administrative Region of the People's Republic of China  CN,390 Batz Way,White Settlement,Texas,Tarrant County,76108,0.3279405172736024,-97.52564835327928,16651.28,3425.3,24496,M,62,30,0,15,0
2a5322ae-ff4f-87d1-eb79-e140b7f7a220,999-73-1608,Claretta294,Schoen8,white,nonhispanic,Houston  Texas  US,377 O'Kon Ramp,Cedar Park,Texas,Travis County,78750,0.3053965799665113,-97.9143468122437,11138.38,0.0,196878,F,33,23,32,23,5
4a7a31d6-dd3a-799f-90f2-8c9e68b89fd6,999-74-2648,Shanice479,Grady603,white,nonhispanic,Round Rock  Texas  US,761 Boehm Frontage road,Houston,Texas,Harris County,77069,0.2970247279751192,-95.6243387115127,9159.03,2690.4,23790,F,45,43,17,32,13
